罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,初富,2018-05-24,21,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,2018-02-08,06,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,北中沢１丁目,2018-05-12,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-06-23,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-08-15,19,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-08-17,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,東中沢１丁目,2017-05-14,02,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,道野辺本町１丁目,2018-06-04,01,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,中央１丁目,2018-03-14,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,2018-02-14,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,2018-07-09,10,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,2018-08-17,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,轟町２丁目,2018-10-17,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2018-08-30,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,柏台,2018-09-06,15,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,作新台交番,121029,千葉県,千葉市花見川区,作新台８丁目,2018-02-25,00,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,犢橋町,2018-08-31,09,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,千種町,2018-07-09,09,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,花見川交番,121029,千葉県,千葉市花見川区,花見川,2018-07-03,19,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,花見川交番,121029,千葉県,千葉市花見川区,花見川,2018-10-26,12,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,さつきが丘２丁目,2018-04-22,20,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,宮野木交番,121037,千葉県,千葉市稲毛区,宮野木町,2018-09-30,23,道路上,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-06-03,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-07-04,10,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-07-07,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-07-10,06,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-09-11,13,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-09-12,15,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-09-12,19,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,六方町,2018-08-20,17,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,今井橋交番,122033,千葉県,市川市,相之川１丁目,2018-05-29,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,今井橋交番,122033,千葉県,市川市,相之川２丁目,2018-08-28,11,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,今井橋交番,122033,千葉県,市川市,広尾１丁目,2018-12-23,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,香取交番,122033,千葉県,市川市,香取２丁目,2018-01-16,22,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,香取交番,122033,千葉県,市川市,香取２丁目,2018-08-06,05,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,香取交番,122033,千葉県,市川市,福栄３丁目,2018-02-15,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,行徳駅前交番,122033,千葉県,市川市,欠真間２丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,行徳駅前交番,122033,千葉県,市川市,行徳駅前４丁目,2018-01-15,15,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,行徳駅前交番,122033,千葉県,市川市,末広１丁目,不明,不明,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,南行徳駅前交番,122033,千葉県,市川市,相之川４丁目,2018-02-08,16,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,南行徳駅前交番,122033,千葉県,市川市,新井３丁目,2018-11-11,18,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,妙典駅前交番,122033,千葉県,市川市,下新宿,2018-10-05,23,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,旭交番,122289,千葉県,四街道市,南波佐間,2018-10-05,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,千代田交番,122289,千葉県,四街道市,栗山,2018-08-19,20,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,大日,2018-01-11,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,大日,2018-07-09,07,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,鹿放ケ丘,2018-07-08,14,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,中央,2018-07-07,11,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,鹿渡,2017-12-26,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,下志津新田,2018-09-11,07,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,四街道１丁目,2018-01-10,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,和良比,2018-02-28,11,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,和良比,2018-03-21,18,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,和良比,2018-03-27,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,千葉寺駅前交番,121011,千葉県,千葉市中央区,末広３丁目,2018-09-08,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,千葉寺駅前交番,121011,千葉県,千葉市中央区,末広４丁目,2018-10-20,06,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,京成千葉中央駅前交番,121011,千葉県,千葉市中央区,神明町,2018-09-02,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,寒川町２丁目,2018-07-29,10,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2018-09-01,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,本千葉駅前交番,121011,千葉県,千葉市中央区,港町,2018-09-02,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,新千葉１丁目,2018-02-19,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,富士見１丁目,2018-09-22,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,富士見２丁目,2018-01-10,21,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2017-07-28,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2018-02-11,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,千葉駅前交番,121011,千葉県,千葉市中央区,弁天２丁目,2018-05-28,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2018-05-11,06,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,中央４丁目,2018-08-11,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,道場南２丁目,2018-07-23,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光１丁目,2017-12-05,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,本町交番,121011,千葉県,千葉市中央区,祐光４丁目,2018-01-13,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,都交番,121011,千葉県,千葉市中央区,都町,2018-08-27,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,都交番,121011,千葉県,千葉市中央区,都町１丁目,2018-09-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,都交番,121011,千葉県,千葉市中央区,都町３丁目,2018-11-29,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗２丁目,2018-05-14,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗２丁目,2018-09-19,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗２丁目,2018-09-22,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎町,2018-05-14,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎町,2018-05-20,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎町,2018-11-05,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井３丁目,2018-06-02,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,蘇我４丁目,2018-03-20,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,浜野駅前交番,121011,千葉県,千葉市中央区,生実町,2018-02-22,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉中央,浜野駅前交番,121011,千葉県,千葉市中央区,浜野町,2018-01-09,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,浜野駅前交番,121011,千葉県,千葉市中央区,浜野町,2018-03-04,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,浜野駅前交番,121011,千葉県,千葉市中央区,南生実町,不明,不明,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,浜野駅前交番,121011,千葉県,千葉市中央区,南生実町,2018-07-18,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉中央,星久喜交番,121011,千葉県,千葉市中央区,星久喜町,2018-12-11,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,鎌取駅前交番,121053,千葉県,千葉市緑区,おゆみ野２丁目,2017-03-31,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉南,鎌取駅前交番,121053,千葉県,千葉市緑区,おゆみ野２丁目,2018-09-22,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,鎌取駅前交番,121053,千葉県,千葉市緑区,おゆみ野中央４丁目,2018-06-23,16,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉南,土気駅前交番,121053,千葉県,千葉市緑区,高津戸町,2018-05-27,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,土気駅前交番,121053,千葉県,千葉市緑区,高津戸町,2018-09-01,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉南,土気駅前交番,121053,千葉県,千葉市緑区,土気町,2018-09-03,20,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,土気駅前交番,121053,千葉県,千葉市緑区,土気町,2018-09-23,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,土気駅前交番,121053,千葉県,千葉市緑区,あすみが丘２丁目,2018-09-27,07,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,土気駅前交番,121053,千葉県,千葉市緑区,あすみが丘東３丁目,2018-09-22,17,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,高田町,2018-01-07,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,高田町,2018-08-28,00,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,高田町,2018-08-29,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,高田町,2018-10-30,19,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,高田町,2018-10-30,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,平川町,2018-04-01,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,平川町,2018-09-04,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,誉田交番,121053,千葉県,千葉市緑区,おゆみ野６丁目,2018-06-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉南,学園前駅前交番,121053,千葉県,千葉市緑区,おゆみ野１丁目,2018-09-18,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,学園前駅前交番,121053,千葉県,千葉市緑区,おゆみ野中央１丁目,2018-09-17,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉南,学園前駅前交番,121053,千葉県,千葉市緑区,おゆみ野中央１丁目,2018-09-22,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,不明,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,秋津交番,122165,千葉県,習志野市,香澄１丁目,2018-06-01,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,習志野,京成大久保駅前交番,122165,千葉県,習志野市,泉町３丁目,2018-08-16,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,京成大久保駅前交番,122165,千葉県,習志野市,大久保１丁目,2018-10-19,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,京成津田沼駅前交番,122165,千葉県,習志野市,鷺沼３丁目,2018-01-07,23,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,京成津田沼駅前交番,122165,千葉県,習志野市,鷺沼５丁目,2018-08-03,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,袖ヶ浦交番,122165,千葉県,習志野市,袖ケ浦２丁目,2018-09-23,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,習志野,袖ヶ浦交番,122165,千葉県,習志野市,袖ケ浦２丁目,2018-10-05,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2018-03-25,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2018-04-11,07,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2018-05-01,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2018-08-21,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,津田沼１丁目,2018-10-25,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津２丁目,2018-07-15,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,津田沼駅前交番,122165,千葉県,習志野市,谷津６丁目,2017-12-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,習志野,藤崎交番,122165,千葉県,習志野市,藤崎４丁目,2018-05-06,01,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,習志野,谷津交番,122165,千葉県,習志野市,谷津３丁目,2017-12-29,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,北本町２丁目,2018-07-31,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,なし
窃盗,オートバイ盗,船橋,中山駅前交番,122041,千葉県,船橋市,本中山３丁目,2018-04-19,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2017-12-30,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船１丁目,不明,不明,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,山野町,2018-05-31,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,山野町,2018-09-15,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2018-01-03,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2018-10-24,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2018-12-18,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,船橋駅前交番,122041,千葉県,船橋市,本町２丁目,2018-03-26,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,船橋駅前交番,122041,千葉県,船橋市,本町２丁目,2018-10-14,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,船橋駅前交番,122041,千葉県,船橋市,本町４丁目,2018-03-05,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,船橋駅前交番,122041,千葉県,船橋市,本町５丁目,2018-03-15,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,法典交番,122041,千葉県,船橋市,藤原３丁目,2013-11-10,不明,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,法典交番,122041,千葉県,船橋市,藤原５丁目,2016-03-01,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,法典交番,122041,千葉県,船橋市,藤原５丁目,2018-10-07,12,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,緑台交番,122041,千葉県,船橋市,金杉４丁目,2018-07-11,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,緑台交番,122041,千葉県,船橋市,金杉９丁目,2018-08-02,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,緑台交番,122041,千葉県,船橋市,金杉台２丁目,2018-01-23,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,緑台交番,122041,千葉県,船橋市,新高根２丁目,2018-05-29,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,緑台交番,122041,千葉県,船橋市,緑台２丁目,2018-06-23,02,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋,宮本交番,122041,千葉県,船橋市,宮本１丁目,不明,不明,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋,宮本交番,122041,千葉県,船橋市,宮本７丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,市川,市川駅前交番,122033,千葉県,市川市,市川１丁目,2018-12-12,04,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,市川,市川駅前交番,122033,千葉県,市川市,新田３丁目,2018-02-23,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,市川,市川駅前交番,122033,千葉県,市川市,新田３丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,市川,大野駅前交番,122033,千葉県,市川市,大野町３丁目,2018-07-31,23,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,市川,大野駅前交番,122033,千葉県,市川市,南大野１丁目,2018-04-19,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,市川,大野駅前交番,122033,千葉県,市川市,南大野１丁目,2018-08-03,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
